join_key,t_1_price
543650.0_DCXINDIA,353.52
543547.0___NA__,433.25
-1.0_DENEERS,196.8
590031.0_DENORA,1779.27
-1.0_DIL,9.29
512068.0___NA__,96.97
505703.0___NA__,59.38
502137.0_DECCANCE,740.56
542248.0___NA__,37.5
531989.0___NA__,8.22
539190.0___NA__,33.14
524752.0___NA__,17.63
531227.0___NA__,86.14
539405.0___NA__,8.85
544198.0_DEEDEV,321.48
-1.0_DEEM,108.85
539559.0___NA__,6.13
532760.0_DEEPENR,199.96
543288.0_DEEPINDS,284.97
541778.0___NA__,70.68
544036.0___NA__,81.24
500645.0_DEEPAKFERT,717.33
506401.0_DEEPAKNTR,2556.12
514030.0___NA__,210.1
-1.0_DELAPLEX,245.61
543529.0_DELHIVERY,413.12
533452.0_DELPHIFX,210.49
532848.0_DELTACORP,133.17
539596.0___NA__,30.05
504286.0_DELTAMAGNT,94.42
504240.0___NA__,460.62
533137.0_DEN,51.24
537536.0___NA__,188.65
531521.0___NA__,8.97
-1.0_DESTINY,36.19
543462.0_DEVIT,116.1
543848.0___NA__,120.61
531585.0___NA__,7.11
543330.0_DEVYANI,153.36
538715.0___NA__,339.06
543593.0_DBOL,139.78
500119.0_DHAMPURSUG,210.81
531923.0___NA__,91.41
521216.0___NA__,205.08
542679.0___NA__,53.86
532960.0_DHANI,52.92
532180.0_DHANBANK,35.63
512485.0___NA__,64.89
521151.0___NA__,65.67
507717.0_DHANUKA,1855.59
531043.0___NA__,20.37
511451.0___NA__,6.8
543687.0_DHARMAJ,269.1
543753.0___NA__,47.44
540080.0___NA__,17.08
501945.0___NA__,2.54
526971.0___NA__,344.42
531306.0___NA__,808.34
541302.0_DHRUV,123.82
540695.0___NA__,10.93
531237.0___NA__,404.69
533336.0_DHUNINV,1374.54
538902.0_DTIL,205.88
523736.0_DVL,398.72
543516.0___NA__,22.52
508860.0___NA__,0.99
500120.0_DIAMINESQ,572.55
522163.0_DIACABS,1254.78
530959.0___NA__,25.62
500089.0_DICIND,474.84
540811.0___NA__,28.54
542685.0_DGCONTENT,34.74
544079.0_DIGIDRIVE,35.89
-1.0_DIGIKORE,422.19
517214.0_DIGISPICE,54.66
539979.0_DIGJAMLMTD,67.36
540151.0___NA__,131.21
542155.0___NA__,4.57
531153.0___NA__,5.35
540789.0_DNAMEDIA,4.25
540047.0_DBL,564.6
544201.0___NA__,125.04
543594.0___NA__,7.98
500068.0___NA__,17431.69
532839.0_DISHTV,14.48
531553.0___NA__,15.42
540701.0_DCAL,168.26
543812.0_DIVGIITTS,682.62
532488.0_DIVISLAB,4584.82
-1.0___NA__,
526315.0___NA__,83.11
540699.0_DIXON,13467.47
543193.0_DJML,332.66
532868.0_DLF,846.47
506405.0_DMCC,330.75
543410.0___NA__,163.48
-1.0_DHTL,131.69
543306.0_DODLA,1171.8
505526.0_DOLATALGO,135.04
542013.0___NA__,183.31
541403.0_DOLLAR,547.31
-1.0_DOLLEX,34.67
526504.0___NA__,1.75
522261.0_DOLPHIN,778.3
544045.0_DOMS,2254.75
512519.0_DONEAR,130.8
526783.0___NA__,3424.59
539524.0_LALPATHLAB,2935.21
541299.0___NA__,21.58
500124.0_DRREDDY,6418.24
540144.0___NA__,59.57
543268.0_DRCSYSTEMS,32.74
543591.0_DREAMFOLKS,531.75
523618.0_DREDGECORP,1228.16
-1.0_DRONE,393.87
543713.0___NA__,159.31
-1.0_DRSDILIP,140.33
526677.0_KEEPLEARN,3.02
-1.0_DUGLOBAL,77.69
-1.0_DUCOL,143.37
534674.0_DUCON,7.67
511634.0___NA__,11.79
531471.0___NA__,18.94
504908.0___NA__,583.02
-1.0_DURLAX,97.56
526355.0___NA__,71.44
516003.0___NA__,301.21
517437.0___NA__,168.88
532610.0_DWARKESH,69.53
532365.0_DSSL,1234.51
505242.0_DYNAMATECH,6933.07
540795.0_DYCL,635.25
524818.0___NA__,72.36
530779.0___NA__,38.95
-1.0_DYNAMIC,222.33
517238.0___NA__,379.51
532707.0_DYNPRO,299.55
-1.0_EFACTOR,228.25
532820.0___NA__,9.12
-1.0_E2E,1669.6
543765.0___NA__,45.73
507917.0___NA__,30.25
540006.0___NA__,9.02
520081.0___NA__,23.12
531346.0___NA__,37.76
542906.0___NA__,42.99
543272.0_EASEMYTRIP,44.12
532927.0_ECLERX,2584.93
514402.0___NA__,49.49
530643.0___NA__,605.57
523732.0___NA__,30.09
539455.0___NA__,42.94
538708.0___NA__,7.87
526703.0___NA__,405.37
540063.0___NA__,12.36
532922.0_EDELWEISS,55.44
532696.0_EDUCOMP,2.35
517170.0___NA__,58.79
535694.0___NA__,3.15
512008.0___NA__,609.78
505200.0_EICHERMOT,4835.03
500125.0_EIDPARRY,813.96
543518.0___NA__,45.95
500840.0_EIHOTEL,437.87
523127.0_EIHAHOTELS,1001.42
540204.0___NA__,57.15
523708.0_EIMCOELECO,2560.6
530581.0___NA__,5.18
531364.0___NA__,49.65
543475.0___NA__,113.13
543284.0___NA__,335.05
531144.0___NA__,19.32
513452.0___NA__,12.0
500123.0___NA__,11257.23
503681.0___NA__,3.46
523329.0_ELDEHSG,1056.49
505700.0_ELECON,1499.14
-1.0_EFORCE,89.74
543626.0_EMIL,217.09
500128.0_ELECTCAST,182.19
526608.0_ELECTHERM,762.59
526473.0___NA__,6.56
526705.0___NA__,247.6
522074.0_ELGIEQUIP,740.23
-1.0_ELGIRUBCO,68.87
543725.0_ELIN,245.3
531278.0___NA__,113.27
517477.0___NA__,340.33
504000.0___NA__,97.26
522027.0___NA__,37.7
531162.0_EMAMILTD,803.29
533208.0_EMAMIPAP,116.38
533218.0_EMAMIREAL,99.51
542602.0_EMBASSY,379.22
538882.0___NA__,29.35
507265.0___NA__,217.62
506180.0___NA__,98.94
532737.0_EMKAY,175.59
-1.0_EMKAYTOOLS,1055.84
533161.0_EMMBI,110.56
524768.0___NA__,39.28
544166.0___NA__,197.41
509525.0___NA__,941.47
504351.0___NA__,2.71
543983.0_EMSLIMITED,718.84
543533.0_EMUDHRA,934.39
512441.0___NA__,10.26
530733.0___NA__,14.39
540153.0_ENDURANCE,2670.43
532219.0_ENERGYDEV,21.83
-1.0_EMMIL,400.48
-1.0_ENFUSE,144.94
532178.0_ENGINERSIN,280.24
533477.0___NA__,635.97
-1.0_ENSER,181.48
532700.0_ENIL,278.53
544122.0_ENTERO,1186.6
526574.0___NA__,25.08
500246.0___NA__,195.27
543595.0___NA__,163.11
544095.0_EPACK,236.8
530407.0___NA__,16.76
543332.0_EPIGRAL,1494.0
500135.0_EPL,208.05
531155.0___NA__,6.35
532092.0___NA__,4.42
590057.0_EQUIPPP,25.66
543243.0_EQUITASBNK,83.43
531035.0___NA__,860.84
540596.0_ERIS,997.42
533261.0_EROSMEDIA,18.82
530909.0___NA__,127.27
531502.0___NA__,6.55
500133.0_ESABINDIA,7187.68
544020.0_ESAFSFB,48.14
-1.0_ESCONET,349.21
540455.0___NA__,80.04
500495.0_ESCORTS,4268.0
531259.0___NA__,9.98
532016.0___NA__,101.91
533704.0_ESSARSHPNG,41.59
-1.0_ESFL,198.46
500136.0_ESTER,106.06
543532.0_ETHOSLTD,3242.31
537707.0___NA__,22.75
544094.0___NA__,68.37
543482.0___NA__,523.47
521137.0___NA__,4.41
530929.0___NA__,16.07
-1.0_EIFFL,146.58
526468.0___NA__,18.38
-1.0_EUROBOND,198.76
521014.0_EUROTEXIND,12.27
542668.0___NA__,337.32
512099.0___NA__,1002.56
531508.0_EVEREADY,362.35
508906.0_EVERESTIND,1214.94
532684.0_EKC,125.1
524790.0___NA__,137.69
514358.0___NA__,212.2
524444.0___NA__,2.19
543500.0___NA__,12.38
500650.0_EXCELINDUS,1244.52
533090.0_EXCEL,0.67
543895.0___NA__,298.16
544133.0_EXICOM,450.92
500086.0_EXIDEIND,597.24
533121.0_EXPLEOSOL,1256.83
530571.0___NA__,6.1
526614.0___NA__,35.28
543327.0_EXXARO,91.37
590024.0_FACT,976.53
539552.0___NA__,88.13
544164.0_FAALCON,77.73
543444.0___NA__,24.86
532656.0___NA__,5.87
543252.0_FAIRCHEMOR,1395.27
-1.0_FALCONTECH,92.18
516110.0___NA__,7.56
530079.0_FAZE3Q,452.08
532666.0_FCSSOFT,3.98
531599.0_FDC,463.5
544027.0_FEDFINA,106.61
500469.0_FEDERALBNK,161.3
505744.0_FMGOETZE,495.9
-1.0_FELIX,343.58
506414.0___NA__,168.79
533896.0___NA__,17.48
500142.0___NA__,7.93
507910.0_FIBERWEB,40.21
-1.0_FIDEL,113.74
532768.0_FIEMIND,1452.28
532022.0_FILATFASH,8.52
526227.0_FILATEX,56.17
539098.0___NA__,121.38
517264.0___NA__,88.4
541557.0_FINEORG,5174.97
544173.0___NA__,61.8
533333.0_FCL,399.36
508954.0___NA__,61.61
543386.0_FINOPB,291.14
500144.0_FINCABLES,1726.51
500940.0_FINPIPE,321.97
511122.0___NA__,127.96
532379.0___NA__,7.73
532809.0_FSL,205.64
524743.0___NA__,664.58
543663.0_FIVESTAR,818.1
544030.0_FLAIR,311.94
523672.0___NA__,125.26
533638.0_FLEXITUFF,27.59
504380.0___NA__,70.25
540267.0___NA__,10.93
530705.0___NA__,22.32
522017.0___NA__,673.4
-1.0_FOCE,1067.12
-1.0_FOCUS,155.78
543521.0___NA__,4.75
-1.0_FONEBOX,212.39
507552.0_FOODSIN,140.51
502865.0___NA__,623.87
544186.0___NA__,361.39
500033.0_FORCEMOT,10257.35
532843.0_FORTIS,446.7
523696.0___NA__,66.1
530213.0___NA__,47.97
500150.0_FOSECOIND,4404.71
513579.0___NA__,8.78
532403.0___NA__,5.26
540190.0___NA__,5.37
539839.0___NA__,14.85
539032.0___NA__,4.96
539730.0___NA__,909.81
530077.0___NA__,129.75
-1.0_FROG,315.97
508980.0___NA__,20.58
522195.0___NA__,1654.95
532042.0___NA__,36.96
538568.0___NA__,58.15
543384.0_NYKAA,185.75
530197.0___NA__,159.23
543652.0_FUSION,411.17
533400.0_FCONSUMER,0.89
570002.0_FELDVR,6.28
523574.0_FEL,0.75
536507.0_FLFL,2.54
533296.0_FMNL,5.75
540064.0_FRETAIL,2.95
540798.0_FSC,3.05
523113.0___NA__,22.85
534063.0___NA__,109.82
504346.0___NA__,22.33
531399.0___NA__,139.47
505250.0___NA__,101.13
540614.0___NA__,2.07
531758.0___NA__,16.59
542666.0___NA__,8.98
507488.0_GMBREW,776.17
532181.0_GMDCLTD,421.35
543239.0___NA__,209.71
500670.0_GNFC,694.18
543317.0_GRINFRA,1666.38
513059.0___NA__,36.54
500690.0_GSFC,230.54
523277.0___NA__,0.77
-1.0_GTECJAINX,65.59
532139.0___NA__,1.58
505714.0_GABRIEL,579.24
544108.0___NA__,159.91
531723.0_GATECH,1.13
570005.0_GATECHDVR,3.28
524624.0___NA__,23.54
532155.0_GAIL,219.05
538609.0___NA__,82.22
539228.0___NA__,3.05
542802.0___NA__,3.49
538881.0___NA__,14.73
531911.0___NA__,39.32
526073.0___NA__,1471.65
506186.0___NA__,39.67
540935.0_GALAXYSURF,2981.44
532726.0_GALLANTT,349.18
531902.0___NA__,20.97
544029.0_GANDHAR,193.59
513108.0_GANDHITUBE,876.67
500153.0_GANESHBE,142.02
504397.0___NA__,171.03
526367.0_GANESHHOUC,1122.99
514167.0_GANECOS,1361.12
539041.0___NA__,65.7
-1.0_GANGAFORGE,7.17
531813.0___NA__,100.85
539680.0___NA__,23.42
540647.0_GANGESSECU,157.89
521176.0_GANGOTRI,1.5
512443.0___NA__,6.51
539492.0___NA__,17.42
542011.0_GRSE,2573.27
530615.0___NA__,270.11
539216.0___NA__,5.96
526727.0___NA__,22.86
512493.0___NA__,65.23
530161.0___NA__,7.44
500655.0_GRWRHITECH,2461.93
509563.0___NA__,12.4
514400.0___NA__,16.89
509557.0_GARFIBRES,4069.76
543489.0_GATEWAY,103.74
540613.0___NA__,72.91
540936.0___NA__,8.92
524564.0___NA__,6.39
541546.0_GAYAHWS,1.49
532767.0_GAYAPROJ,5.38
-1.0_GRCL,317.62
532183.0___NA__,21.04
538319.0___NA__,6.46
535917.0___NA__,6.36
535431.0___NA__,0.97
544156.0___NA__,82.54
532309.0_GEPIL,400.85
500620.0_GESHIP,1333.38
522275.0_GET&D,1567.99
504028.0___NA__,123.35
532764.0_GEECEE,432.95
-1.0_GEEKAYWIRE,95.47
539486.0___NA__,4.33
544199.0___NA__,195.64
521133.0___NA__,3.55
531137.0___NA__,1.59
540755.0_GICRE,363.14
539407.0_GENCON,47.78
506109.0_GENESYS,597.89
531739.0___NA__,16.42
539206.0___NA__,62.16
531592.0___NA__,1.97
542851.0_GENSOL,1103.31
538961.0_GENUSPAPER,20.33
530343.0_GENUSPOWER,361.85
532425.0___NA__,16.45
532285.0_GEOJITFSL,112.94
543372.0___NA__,189.44
500173.0_GFLLIMITED,81.35
500171.0_GHCL,530.5
543918.0_GHCLTEXTIL,105.82
542918.0___NA__,22.12
511676.0_GICHSGFIN,231.63
538788.0___NA__,9.46
532716.0_GILLANDERS,96.42
507815.0_GILLETTE,8515.39
531744.0___NA__,125.45
590025.0_GINNIFILA,31.42
-1.0_GIRIRAJ,362.78
539013.0___NA__,188.51
533212.0___NA__,92.29
-1.0_GKWLIMITED,2780.03
531199.0___NA__,82.29
543245.0_GLAND,1907.6
500660.0_GLAXO,3098.52
542477.0___NA__,2.7
543322.0_GLS,995.99
532296.0_GLENMARK,1133.46
513528.0___NA__,2.92
530263.0___NA__,1.05
-1.0_GLOBAL,184.22
543654.0_MEDANTA,1272.22
543520.0___NA__,32.91
501848.0___NA__,65.9
-1.0_GLOBALPET,103.12
543829.0_GSLSU,212.55
532773.0_GLOBALVECT,207.48
540654.0___NA__,16.44
540266.0___NA__,18.48
-1.0_GICL,44.7
-1.0_GLOBE,3.19
-1.0_GSTL,43.33
526025.0___NA__,33.88
533104.0_GLOBUSSPR,833.0
542351.0_GLOSTERLTD,854.03
505255.0_GMMPFAUDLR,1394.18
532754.0_GMRINFRA,90.6
543490.0_GMRP&UI,78.63
540124.0_GNA,396.34
544179.0_GODIGIT,384.92
543401.0_GOCOLORS,1065.04
509567.0_GOACARBON,757.0
542850.0___NA__,46.39
506480.0_GOCLCORP,432.8
530317.0___NA__,100.41
532734.0_GPIL,1157.07
500163.0_GODFRYPHLP,4472.43
-1.0_GODHA,0.86
540743.0_GODREJAGRO,733.16
532424.0_GODREJCP,1393.32
500164.0_GODREJIND,807.74
533150.0_GODREJPROP,3302.66
543538.0___NA__,193.26
538787.0___NA__,6.85
533189.0_GOENKA,0.92
531600.0___NA__,77.5
532957.0___NA__,135.59
532630.0_GOKEX,1047.58
539725.0_GOKULAGRO,166.83
532980.0_GOKUL,38.18
538542.0___NA__,7.03
531928.0___NA__,13.48
540062.0___NA__,77.53
500151.0_GOLDENTOBC,41.2
526729.0_GOLDIAM,184.23
-1.0_GOLDKART,112.94
538180.0___NA__,0.66
-1.0_GOLDSTAR,14.42
531360.0___NA__,34.24
513309.0___NA__,15.34
523676.0___NA__,179.4
530655.0_GOODLUCK,1000.99
500166.0___NA__,169.85
500168.0___NA__,1323.83
531913.0___NA__,7.96
544140.0_GOPAL,331.38
531608.0___NA__,110.15
531111.0___NA__,35.46
506134.0___NA__,43.91
530709.0___NA__,40.11
541152.0_GOYALALUM,9.68
530663.0___NA__,1.81
-1.0_GOYALSALT,186.43
-1.0_GPECO,392.42
532543.0_GULFPETRO,62.05
544131.0_GPTHEALTH,151.96
533761.0_GPTINFRA,289.71
513343.0_GFSTEELS,8.85
504369.0___NA__,2.94
532482.0_GRANULES,528.57
-1.0_GRAPHISAD,44.44
509488.0_GRAPHITE,551.25
500300.0_GRASIM,2714.22
526751.0___NA__,20.47
505710.0___NA__,97.58
509546.0___NA__,38.64
533282.0_GRAVITA,1542.59
532015.0___NA__,4.2
501455.0_GREAVESCOT,132.78
-1.0_GREENCHEF,69.02
531737.0___NA__,0.88
544163.0___NA__,112.61
538979.0_GREENLAM,597.99
542857.0_GREENPANEL,303.09
526797.0_GREENPLY,332.53
543324.0___NA__,556.58
-1.0_GRETEX,132.1
-1.0_BIRDYS,70.26
506076.0_GRINDWELL,2941.83
531449.0_GRMOVER,174.75
532315.0___NA__,9.92
-1.0_GROBTEA,916.5
539522.0___NA__,162.22
539222.0___NA__,5.27
509152.0_GRPLTD,16027.45
511543.0___NA__,20.54
530469.0___NA__,19.71
-1.0_GSMFOILS,51.59
532951.0_GSS,95.7
500160.0_GTL,14.26
532775.0_GTLINFRA,2.96
500170.0___NA__,33.02
532744.0___NA__,12.16
540602.0_GTPL,176.8
539479.0___NA__,544.01
509079.0_GUFICBIO,360.74
522217.0_GUJAPOLLO,241.98
517300.0_GIPCL,228.12
533248.0_GPPL,211.13
524226.0_GAEL,134.01
513507.0___NA__,181.17
526965.0___NA__,98.41
511441.0___NA__,21.03
524238.0___NA__,17.18
500174.0_GLFL,6.99
506858.0___NA__,62.5
523836.0_GUJRAFFIA,43.61
532160.0___NA__,24.71
524314.0___NA__,49.27
506879.0___NA__,485.71
513337.0___NA__,14.57
513536.0___NA__,14.08
532702.0_GSPL,316.81
530001.0_GUJALKALI,726.3
514386.0___NA__,5.63
542812.0_FLUOROCHEM,3173.89
539336.0_GUJGASLTD,668.47
507960.0___NA__,216.28
540938.0___NA__,14.03
517372.0___NA__,410.11
517288.0___NA__,100.22
506640.0___NA__,218.37
538567.0_GULFOILLUB,1293.65
532457.0_GULPOLY,199.77
532708.0_GVKPIL,10.36
-1.0_GVPTECH,13.95
530141.0___NA__,15.54
532873.0_HDIL,4.19
500104.0_HINDPETRO,343.44
502873.0___NA__,121.18
532662.0_HTMEDIA,27.94
540530.0_HUDCO,283.94
532145.0___NA__,17.66
541019.0_HGINFRA,1762.57
539854.0___NA__,658.98
515147.0___NA__,131.38
526407.0___NA__,39.84
538731.0___NA__,3.63
543227.0_HAPPSTMNDS,821.53
544057.0_HAPPYFORGE,1244.58
509597.0___NA__,1221.53
541276.0_HARDWYN,33.86
538081.0___NA__,5.08
512604.0___NA__,5.82
543517.0_HARIOMPIPE,534.59
542682.0___NA__,47.17
526931.0___NA__,102.71
530055.0___NA__,39.16
500467.0_HARRMALAYA,198.96
543600.0_HARSHA,591.17
544105.0___NA__,65.86
505336.0___NA__,24.05
532855.0___NA__,218.82
524080.0___NA__,98.52
531387.0___NA__,7.76
509073.0___NA__,19.24
533162.0_HATHWAY,21.48
531531.0_HATSUN,1170.09
517354.0_HAVELLS,2146.41
539176.0___NA__,159.61
508486.0___NA__,8367.67
532467.0___NA__,415.37
532334.0___NA__,70.14
508956.0___NA__,29.68
532333.0___NA__,74.24
532216.0_HBSL,122.33
517271.0_HBLPOWER,544.85
539224.0___NA__,92.32
500179.0_HCL-INSYS,16.24
532281.0_HCLTECH,1595.7
526717.0___NA__,148.07
541729.0_HDFCAMC,4623.8
500180.0_HDFCBANK,1794.86
540777.0_HDFCLIFE,586.39
540210.0_HEADSUP,11.78
539787.0_HCG,377.44
543546.0___NA__,37.51
-1.0_HECPROJECT,111.22
526967.0___NA__,6.23
509631.0_HEG,2336.36
500292.0_HEIDELBERG,223.89
539174.0___NA__,18.79
502133.0___NA__,94.18
531178.0___NA__,31.51
543916.0___NA__,133.27
543242.0_HEMIPROP,171.96
524590.0___NA__,11.04
543266.0_HERANBA,335.37
505720.0_HERCULES,592.09
519552.0_HERITGFOOD,601.29
500182.0_HEROMOTOCO,6357.0
524669.0_HESTERBIO,2478.56
506390.0_HEUBACHIND,465.72
534328.0_HEXATRADEX,190.22
500183.0_HFCL,111.53
-1.0_HIGREEN,213.24
543411.0_HITECH,133.88
541627.0___NA__,3.52
504176.0___NA__,918.89
531301.0___NA__,56.01
524735.0_HIKAL,343.57
509675.0_HIL,2959.69
539697.0___NA__,67.66
532847.0_HILTON,90.67
505712.0___NA__,178.2
500184.0_HSCL,382.46
526899.0___NA__,25.24
514043.0_HIMATSEIDE,131.5
531979.0___NA__,66.99
504036.0_HIRECT,710.11
500696.0_HINDUNILVR,2656.26
514428.0___NA__,401.52
541154.0_HAL,5808.67
531918.0___NA__,62.88
532041.0___NA__,7.59
509635.0_HINDCOMPOS,543.64
500185.0_HCC,45.99
524013.0___NA__,19.41
515145.0_HINDNATGLS,24.97
500186.0_HINDOILEXP,189.89
500449.0___NA__,40.88
530315.0___NA__,164.54
539984.0___NA__,2591.09
500440.0_HINDALCO,692.62
-1.0_HINDCON,50.77
509895.0___NA__,339.54
543645.0_HPIL,160.63
532859.0_HGS,963.0
519574.0___NA__,47.07
513599.0_HINDCOPPER,339.46
519126.0_HNDFDS,509.1
505893.0___NA__,605.53
533217.0_HMVL,93.22
500500.0_HINDMOTORS,34.98
500188.0_HINDZINC,756.9
513039.0___NA__,3.57
542905.0_HINDWAREAP,429.85
530853.0___NA__,113.86
590018.0_HISARMETAL,182.74
521068.0___NA__,55.25
532359.0___NA__,1.16
543187.0_POWERINDIA,13428.62
526217.0_HITECHCORP,223.3
531661.0___NA__,12.97
522215.0_HLEGLAS,488.0
500193.0_HLVLTD,24.19
543929.0_HMAAGRO,53.18
500191.0_HMT,62.5
-1.0_HOACFOODS,207.69
-1.0_HOLMARC,124.79
543259.0_HOMEFIRST,1135.49
-1.0_HOMESFY,838.01
544014.0_HONASA,443.03
522064.0_HONDAPOWER,3968.65
517174.0_HONAUT,58286.22
532761.0_HOVS,62.7
526761.0___NA__,22.13
543433.0_HPAL,95.11
540136.0_HPL,449.98
-1.0_HRHNEXT,32.97
532799.0_HUBTOWN,163.39
509820.0_HUHTAMAKI,357.14
542592.0___NA__,574.09
500262.0_HYBRIDFIN,11.63
539724.0___NA__,14.52
532659.0_IDFC,125.21
500199.0_IGPL,607.97
532388.0_IOB,62.61
530965.0_IOC,166.77
512405.0___NA__,11.35
542830.0_IRCTC,1102.28
543257.0_IRFC,163.57
532189.0_ITDC,845.46
519463.0___NA__,153.97
-1.0_IBLFL,51.97
511194.0_ICDSLTD,43.17
-1.0_ICEMAKE,848.62
532174.0_ICICIBANK,1258.93
540716.0_ICICIGI,1992.0
540133.0_ICICIPRULI,589.23
541179.0_ISEC,810.73
532835.0_ICRA,6043.99
500116.0_IDBI,75.69
543932.0_IDEAFORGE,838.8
539437.0_IDFCFIRSTB,74.41
524614.0___NA__,6.84
507438.0_IFBAGRO,407.83
505726.0_IFBIND,1690.39
500106.0_IFCI,65.08
540774.0_IFGLEXPOR,663.38
540377.0___NA__,1.8
517380.0_IGARASHI,489.2
539449.0___NA__,44.0
532636.0_IIFL,528.87
542773.0_IIFLSEC,228.72
526530.0___NA__,30.99
531968.0___NA__,47.06
543923.0_IKIO,306.64
532907.0_IL&FSENGG,18.82
511208.0_IVC,14.22
533177.0_IL&FSTRANS,6.0
511628.0___NA__,761.53
539056.0_IMAGICAA,78.26
513295.0___NA__,7.58
532614.0_IMPEXFERRO,3.28
531129.0___NA__,31.56
531672.0___NA__,36.33
517370.0___NA__,63.1
531594.0___NA__,15.02
538365.0_INCREDIBLE,39.91
523465.0___NA__,67.23
536709.0___NA__,14.06
517077.0___NA__,64.56
524652.0_INDSWFTLTD,21.33
532305.0_INDSWFTLAB,138.17
509162.0___NA__,243.12
511473.0_INDBANK,55.52
532832.0_IBREALEST,136.68
544172.0_INDGN,596.83
531505.0___NA__,51.9
511355.0___NA__,20.42
530005.0_INDIACEM,268.21
535667.0___NA__,124.71
531253.0___NA__,374.92
500201.0_INDIAGLYCO,958.22
540565.0_INDIGRID,137.92
530979.0___NA__,28.85
542543.0___NA__,93.03
500202.0___NA__,10.13
590065.0_IMPAL,1090.9
532240.0_INDNIPPON,823.95
543311.0_IPL,244.25
-1.0_DPSCLTD,18.78
544044.0_INDIASHLTR,713.14
513361.0___NA__,3.98
543715.0_IEL,10.67
535789.0_IBULHSGFIN,161.3
542726.0_INDIAMART,2953.85
-1.0_IEML,395.5
514165.0___NA__,11.56
532814.0_INDIANB,498.72
504731.0___NA__,192.17
509692.0_INDIANCARD,279.79
540750.0_IEX,216.41
500850.0_INDHOTEL,644.04
504741.0_INDIANHUME,446.56
509051.0___NA__,1.31
504746.0___NA__,216.83
533047.0_IMFA,789.44
544026.0_IREDA,177.88
500319.0___NA__,100.99
533329.0_INDTERRAIN,76.76
523586.0___NA__,327.18
540954.0___NA__,28.83
501700.0___NA__,10.46
-1.0_INDIFRA,32.12
543258.0_INDIGOPNTS,1549.68
532745.0___NA__,19.41
501295.0_IITL,171.13
501298.0___NA__,7310.3
524648.0_INDOAMIN,132.2
524342.0_INDOBORAX,191.5
538838.0___NA__,60.33
521016.0_ICIL,434.9
526887.0___NA__,1.8
524458.0___NA__,15.76
504058.0_NIPPOBATRY,599.68
500207.0_INDORAMA,42.81
532717.0_INDOTECH,1840.23
533676.0_INDOTHAI,300.64
541304.0___NA__,194.8
532100.0___NA__,15.18
532612.0_INDOCO,316.52
504092.0___NA__,89.0
543769.0___NA__,24.74
541336.0_INDOSTAR,218.5
532894.0_INDOWIND,26.51
539175.0___NA__,18.23
532150.0_INDRAMEDCO,253.73
532514.0_IGL,508.88
526445.0___NA__,58.08
522165.0___NA__,54.49
532001.0___NA__,63.81
531841.0___NA__,22.51
534816.0_INDUSTOWER,401.98
532187.0_INDUSINDBK,1383.9
539807.0_INFIBEAM,33.93
-1.0_INFINIUM,228.22
541083.0___NA__,450.19
532777.0_NAUKRI,7936.82
543644.0_INFOBEAN,428.34
-1.0_INFOLLION,243.19
509069.0_INFOMEDIA,8.1
504810.0___NA__,84.41
500209.0_INFY,1758.79
537985.0___NA__,50.95
500210.0_INGERRAND,4943.7
530787.0___NA__,120.47
531929.0___NA__,5.58
543905.0___NA__,53.43
544067.0_INNOVACAP,474.86
-1.0_INNOVANA,533.35
533315.0___NA__,27.36
541983.0___NA__,25.02
523840.0___NA__,28.69
541353.0___NA__,208.4
543951.0___NA__,47.23
543667.0_INOXGREEN,189.88
544046.0_INOXINDIA,1471.21
539083.0_INOXWIND,148.34
543297.0_IWEL,7047.7
532851.0_INSECTICID,740.55
543620.0___NA__,3484.13
-1.0_INSPIRE,32.15
532774.0_INSPIRISYS,110.67
526871.0___NA__,14.48
539149.0___NA__,4.03
532303.0___NA__,6.31
531889.0___NA__,243.12
519606.0___NA__,14.77
531314.0___NA__,18.3
505358.0___NA__,271.07
535958.0_ESSENTIA,4.36
517423.0___NA__,179.1
536868.0___NA__,6.13
-1.0_IPSL,131.23
538835.0_INTELLECT,1225.52
532326.0_INTENTECH,157.44
511391.0___NA__,89.87
530259.0___NA__,38.36
539692.0___NA__,23.21
539448.0_INDIGO,4270.51
-1.0_INM,266.77
532072.0___NA__,0.55
505737.0___NA__,1570.6
509709.0_INTLCONV,84.68
517044.0___NA__,23.49
500213.0___NA__,618.66
533181.0_ISFT,122.58
504786.0___NA__,531.34
533506.0_INVENTURE,3.04
511716.0___NA__,6.22
524164.0_IOLCP,374.22
500214.0_IONEXCHANG,703.87
523638.0___NA__,190.47
524494.0_IPCALAB,1260.6
-1.0_IRBIT,220.5
532947.0_IRB,65.3
540526.0_IRBINVIT,64.54
541956.0_IRCON,270.12
540735.0_IRIS,220.7
-1.0_IRISDOREME,66.81
544004.0_IRMENERGY,481.5
508918.0___NA__,23.08
526859.0___NA__,1.8
533033.0_ISGEC,1237.63
540134.0___NA__,7.47
531109.0___NA__,54.55
-1.0_ISHAN,3.0
524400.0___NA__,71.6
511609.0___NA__,30.18
532479.0_ISMTLTD,131.91
508807.0___NA__,954.97
524622.0___NA__,4.24
-1.0_ITALIANE,33.81
500875.0_ITC,455.22
543806.0___NA__,142.59
509496.0_ITDCEM,573.32
523610.0_ITI,288.61
522183.0___NA__,431.84
507580.0_IVP,173.07
522245.0___NA__,15.12
532341.0_IZMO,340.21
532209.0_J&KBANK,122.73
